parent_area, processing_area, node_id, coc, vendor, qos, goodstype, flow, sellerLocationId, externalization, destinationHubId, mappedHubId, destinationTag, bagClosingTag, bagServiceType, fbeBin, bagLabelText
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,BHR/DQZ,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,GOP/BAL,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,RAS/MDH,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,BUR/BUR,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,NOP/MDH,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,FEH/KDR,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,GLL/MDH,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,KNU/ARY,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DEL/GDS,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,ATQ/ODH,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,GOP/BAZ,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,RAS/MDH,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,VNS/SNA,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DED/RGM,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DED/NTL,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,VNS/AAA,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DEL/BGP,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DEL/KTU,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DEL/SIW,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,KNU/ORI,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,JAI/SAW,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DEL/GLO,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,LKO/SJP,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DEL/SIK,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,KNU/KJI,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,GOP/MMM,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,VNS/MYP,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,JAI/BKO,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,BDR/KNI,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DEL/GMT,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DEL/SIW,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DEL/BGP,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,KNU/AZA,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DEL/SIK,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,MDH/DOM,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,LKO/SJP,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,KNU/AZD,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DEL/SHN,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DEL/SHP,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,GOP/MMM,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DED/NTL,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,VNS/JNP,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,LKO/MHL,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,SXR/SKT,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,HIR/MDH,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,VNF/FNV,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,HRD/MDH,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DEL/KUR,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,HYT/HAZ,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,ATQ/BAG,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,JAI/SAD,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,JAI/NWL,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DNA/DIN,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DEL/BIW,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DEL/GNG,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,VNS/AAA,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,KNU/BAR,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,JLR/MDH,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,JAI/SAW,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,JAI/FTH,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,JAI/SAD,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,MHN/PAI,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,VNS/MYP,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,JAI/NWL,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,SXR/SKT,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,VNS/SAK,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,GHL/GHL,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,ALD/DFG,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,LKO/BKT,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,MPW/MIH,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,REW/KAR,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,RGL/RGL,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,IXC/PHU,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,VNS/SAR,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,BMR/BMR,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,GWL/DVP,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,BLP/MYN,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,GHL/GHL,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DEL/KOS,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,VNF/FNV,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,VNS/NWB,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,HIR/MDH,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DEL/KWS,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,REW/KAR,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,RGL/RGL,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,BMR/BMR,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,RPR/BPP,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,ATQ/JON,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,GHW/XDE,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,JAI/SGN,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,IXC/LAD,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DEL/SHN,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DEL/BGH,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,IXJ/BDW,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,IXC/CGH,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DEL/SHP,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,IXJ/JUM,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,KHE/PAL,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,RPR/BPP,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,VTQ/AQT,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DEL/CHA,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,JAI/SGN,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,KNU/ORI,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,GHW/XDE,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,JMR/JMR,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,JAI/BND,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,KNU/KJI,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DEL/BGH,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,KOT/RTY,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DEL/TRN,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,IXC/FLP,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,VNS/JNP,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DEL/GNG,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,ANR/MKH,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,VNS/NWB,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,PTP/MDZ,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,IXC/BDI,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,JAI/KHR,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DEL/KUR,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,KNU/SVL,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DED/SRI,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DEL/BGH,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,VNS/SAK,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DEL/GNG,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,GND/GND,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DEL/SHP,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,VNS/NWB,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,JDH/MRT,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DEL/SHN,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,ANR/MKH,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,NOH/MDH,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DEL/KUR,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,VNS/SAR,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DED/SRI,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,VNS/AAA,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,GND/GND,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DEL/BGP,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,GWL/MNP,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,GOP/MMM,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,VNS/MYP,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,NOH/MDH,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,JAI/KIS,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DEL/SIK,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,UDR/NMB,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,DEL/SIW,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,IXC/FLP,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,VNS/JNP,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,GWL/MNP,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,IXC/BDI,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,JAI/GAP,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,LKO/IDN,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,LKO/MKO,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,JAL/ZXC,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,SIT/HYU,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,REW/WDN,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,BHR/DQZ,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,IXC/XDY,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,GOP/FAZ,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,JAI/KKR,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,JAI/KKP,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,GOI/GOL,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,MWN/MDH,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,KNU/SOD,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,MWN/MDH,E,,S,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,UDR/NMB,E,,D,F,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
VStation12,Bin30,58c99b1b-08bb-46e6-8f02-6f3d463311c0,KHA/DEL,E,,,R,,,50818.0,57312.0,552,EDELJKS,ECONOMY,false,
